0.96	4.134
2.744	35.056
0.321	6.825
1.73	2.349
1.519	1.224
1.87	6.609
0.775	3.332
0.361	2.477
0.515	9.955
0.192	4.379
1.398	1.202
6.997	2.679
0.791	6.018
4.429	3.001
4.503	2.167
1.278	2.085
0.668	11.403
1.266	1.227
3.34	4.012
2.017	5.347
0.48	12.123
0.683	0.588
2.917	1.130
1.528	1.503
2.621	4.773
3.55	0.821
2.684	1.290368627
3.19	3.176920341
1.074	1.174091716
0.977	11.95619782
